journal
  Jordan, Michael J. Kearns and Sara Solla (eds.), 1997"
"Advances in Neural Information Processing Systems 14, 2002. MIT
  Press"
Advances in Space Research 34(2004)2178-2181
Advances in Space Research 34(2004)2200-2202
"Aequationes Mathematicae 59 (2000), pp.124-133"
"Aequationes Mathematicae 62 (2001), pp. 85-93"
"Akkadica, v.119-120 (2000),pp.175-184"
"Akkadica, v.124 (2003), pp.13-17"
Alg.Groups Geom. 14 (1997) 211-263
Algebr. Geom. Topol. 3 (2003) 155-185
"Algebra Colloquium 5(3) (1998), 305-328"
"Algebra, Geometry & their Applications, Seminar Proceedings 1
  (2001), pp.88-90"
"Algebraic and Geometric Methods in Statistics, Cambridge
  University Press, 2009, 225--238"
"Algebras, Groups and Geometries, vol. 14, 1-16 (1997)"
"Algorithmica 22 (1998), no. 4, 561--568"
"Algorithms Combin. 14 (1997), 240-246"
"Algorithms in Bioinformatics, LNBI 3692 : 251-263, 2005"
"Allerton Conference on communication, control, and computing;
  October 2004"
"Am. J. of Phys., vol 64, 503 (1996)"
"Amer. J. Math. 115 (1993), 435-455"
"Amer. Math. Monthly 100(1993), 273-276"
"Amer. Math. Monthly 101(1994), 894-896"
"Amer. Math. Monthly 108(1):63-66, 2001"
"Amer. Math. Monthly 109 (2002), 338--361."
"Amer. Math. Monthly 99 (1992), no. 5, 403--422"
"American Journal of Mathematics 122 (2000), 275-293"
"American Journal of Mathematics 123 (2001), 647-677"
"American Journal of Mathematics, 119 (1997), 1291-1319"
"American Journal of Physics vol. 70, 424 (2002)"
"Analele Universitatii Oradea, Fasc. Matematica, Tom XI, 2004,
  133-174"
"Analele Universitatii din Oradea, Fascicola Matematica, TOM X,
  2003"
Analysis 15 (1995) 123-149
"Ann. Global Anal. Geom. 7 (1989), 163-169"
"Ann. Global Anal. Geom. 8 (1990), 299-313"
"Ann. Inst. Henri Poincare, 36, 301-338, (2000)"
Ann. Phys. (Leipzig) 7 (1998) 618
"Ann. Probab. 28 (2000), 1908-1924"
"Ann. Pure Appl. Logic 46 (1990), 235--264"
"Ann. Pure Appl. Logic 55 (1991), 1--34"
"Ann. Pure Appl. Logic 58 (1992), 57--72"
"Ann. Univ. Tibiscus Comp. Sci. Series IV (2006), 139-144"
"Ann. of Math. (2) 148 (1998), no. 3, 1067-1133"
"Ann. of Math. (2) 148 (1998), no. 3, 1135-1152"
"Ann. of Math. (2) 149 (1999), no. 1, 183-217"
"Ann. of Math. (2) 149 (1999), no. 1, 219-251"
"Ann. of Math. (2) 149 (1999), no. 1, 97-127"
"Ann. of Math. (2) 149 (1999), no. 2, 535-543"
"Ann. of Math. (2) 149 (1999), no. 2, 691-703"
"Ann. of Math. (2) 149 (1999), no. 3, 1023-1060"
"Ann. of Math. (2) 149 (1999), no. 3, 831-869"
"Ann. of Math. (2) 149 (1999), no. 3, 977-1005"
"Ann. of Math. (2) 150 (1999), no. 1, 313-327"
"Ann. of Math. (2) 150 (1999), no. 2, 605-644"
"Ann. of Math. (2) 150 (1999), no. 3, 1029-1057"
"Ann. of Math. (2) 151 (2000), no. 2, 517-623"
"Ann. of Math. (2) 151 (2000), no. 2, 625-704"
"Ann. of Math. (2) 152 (2000), no. 2, 593-643"
"Annales Fond. L. de Broglie 23, (1998), 156-160"
"Annales de l'Institut Fourier 49 (1999) , 57-139"
"AnnalesFond.Broglie25:67-79,2000"
"Annali di Matematica pura ed appl. (Firenze) (IV), 163 (1993),
  385-399"
"Annals Prob. 21, (1993), 2046-2052"
"Annals of Applied Statistics 2007, Vol. 1, No. 1, 152-178"
"Annals of Applied Statistics 2007, Vol. 1, No. 1, 179-190"
"Annals of Applied Statistics 2007, Vol. 1, No. 1, 191-210"
"Annals of Applied Statistics 2007, Vol. 1, No. 1, 211-228"
"Annals of Applied Statistics 2007, Vol. 1, No. 1, 229-248"
"Annals of Applied Statistics 2007, Vol. 1, No. 1, 249-264"
"Annals of Applied Statistics 2007, Vol. 1, No. 2, 285-286"
"Annals of Applied Statistics 2007, Vol. 1, No. 2, 287-301"
"Annals of Applied Statistics 2007, Vol. 1, No. 2, 333-357"
"Annals of Applied Statistics 2007, Vol. 1, No. 2, 358-370"
"Annals of Applied Statistics 2007, Vol. 1, No. 2, 371-385"
"Annals of Applied Statistics 2007, Vol. 1, No. 2, 386-411"
"Annals of Applied Statistics 2007, Vol. 1, No. 2, 412-441"
"Annals of Applied Statistics 2007, Vol. 1, No. 2, 442-458"
"Annals of Applied Statistics 2007, Vol. 1, No. 2, 459-479"
"Annals of Applied Statistics 2007, Vol. 1, No. 2, 480-501"
"Annals of Applied Statistics 2007, Vol. 1, No. 2, 502-537"
"Annals of Applied Statistics 2007, Vol. 1, No. 2, 538-559"
"Annals of Applied Statistics 2007, Vol. 1, No. 2, 560-584"
"Annals of Applied Statistics 2007, Vol. 1, No. 2, 634-634"
"Annals of Applied Statistics 2008, Vol. 2, No. 2, 435-471"
"Annals of Applied Statistics 2008, Vol. 2, No. 3, 861-886"
"Annals of Finance, Vol. 7, No. 3, 349-374, 2011"
Annals of Forest Science 63 (2006) 507-510
"Annals of Global Analysis and Geometry 21 (2002), 177-190"
"Annals of Improbable Research 10, No. 6 (May/June 2004), p. 8"
"Annals of Pure and Applied Logic Volume 65, Issue 3, 15 December
  1993, Pages 211-241"
"Annals of Statistics 2004, Vol. 32, No. 2, 407-451"
"Annals of Statistics 2004, Vol. 32, No. 2, 452-458"
"Annals of Statistics 2004, Vol. 32, No. 2, 458-460"
"Annals of Statistics 2004, Vol. 32, No. 2, 460-465"
"Annals of Statistics 2004, Vol. 32, No. 2, 465-469"
"Annals of Statistics 2004, Vol. 32, No. 2, 469-475"
"Annals of Statistics 2004, Vol. 32, No. 2, 475-481"
"Annals of Statistics 2004, Vol. 32, No. 2, 500-527"
"Annals of Statistics 2004, Vol. 32, No. 2, 528-551"
"Annals of Statistics 2004, Vol. 32, No. 2, 552-576"
"Annals of Statistics 2004, Vol. 32, No. 2, 577-602"
"Annals of Statistics 2004, Vol. 32, No. 2, 603-632"
"Annals of Statistics 2004, Vol. 32, No. 2, 633-655"
"Annals of Statistics 2004, Vol. 32, No. 2, 656-692"
"Annals of Statistics 2004, Vol. 32, No. 2, 693-722"
"Annals of Statistics 2004, Vol. 32, No. 2, 723-753"
"Annals of Statistics 2004, Vol. 32, No. 2, 754-765"
"Annals of Statistics 2004, Vol. 32, No. 2, 766-783"
"Annals of Statistics 2004, Vol. 32, No. 2, 784-817"
"Annals of Statistics 2004, Vol. 32, No. 2, 818-840"
"Annals of Statistics 2004, Vol. 32, No. 3, 841-869"
"Annals of Statistics 2004, Vol. 32, No. 3, 870-897"
"Annals of Statistics 2004, Vol. 32, No. 3, 898-927"
"Annals of Statistics 2004, Vol. 32, No. 3, 928-961"
"Annals of Statistics 2009, Vol. 37, No. 6B, 3779-3821"
Annals of the New York Academy of Sciences 822(1997)621-630
"Annual Session of the International Statistical Institute (56th,
  2007)"
Apeiron 5 (1998) 69-88
"Apeiron 6:227-232,1999; Apeiron 7:229-230,2000; Apeiron 20HS,
  53-54 (2013)"
"Appendix to Can. J. Phys. 75, 837-851 (November , 1997)"
"Applicable Algebra in Engineering, Communication and Computing,
  vol. 12, no. 1/2, pp. 117-156, 2001"
"Applicationes Mathematicae, 2012, 39,1, 103-127"
"Applied Mathematical Finance 10(3), pp. 183-213, September 2003"
"Applied Network Science volume 4, Article number: 58 (2019)"
"Applied Physics B 66, 677 - 683 (1998)"
"Applied Physics B 71 (2000) 2, 193-196"
"Applied Stochastic Models in Business and Industry (2010), volume
  26 issue 3, pages: 277-307"
"Arch. Math. (Brno) 28 (1992), 228-236"
"Arch. Math. 61, (1993), 183-200"
"Arch. Math. Logic 32 (1993), 203--221"
"Arkiv Mat. 31, (1993), 13-26"
"Artificial Life 14 (2008), 179-188"
Asian J. Math. 6 (2002) 579-624
Asian Journal of Mathematics Volume 2 number 3 p 495-589
"Astrobiology in Russia (Proc. Intnl. Workshop, March 25-29, 2002,
  St-Petersburg, Russia), M.B.Simakov and A.K. Pavlov (eds.), pp.47-62"
"Astronomy & Geophysics 45 (4, August), p.4.06, 2004"
"Asymptotic Analysis 41(2), 2005, p93-106"
"Athletics: Canada's National Track and Field / Running Magazine
  (April/May 1998)"
"Athletics: Canada's National Track and Field / Running Magazine
  (December 1999)"
"Athletics: Canada's National Track and Field / Running Magazine
  (November/December 1997)"
"Athletics: Canada's National Track and Field / Running Magazine
  (October 1997)"
"Athletics: Canada's National Track and Field / Running Magazine
  (September 1997)"
"Athletics: Canada's National Track and Field/ Running Magazine
  (July 1997)"
Athletics: The Canadian Track and Field Magazine (June 1997)
"Australian Computer Science Communications, Vol. 15, No. 1,
  February 1993, pp. 587-593"
"Automatica, Volume 127, May 2021, 109497"
"B. Royal Soc. Edin. 120A, (1992), 283-296"
BHI2016
"BIOPHYSICS, 1 (2005) pp. 25"
"BMC Bioinformatics 2004, 5:181 (22 November 2004)"
"BMC Bioinformatics 2005, 6:110"
BMC Bioinformatics 4:40 (2003)
"BMC Bioinformatics 5, 207 (2004)"
BMC Bioinformatics 7:118 (2006)
BMC Bioinformatics. 2004 May 11;5(1):57
BMC Genomics 6:93 (2005)
"BMC Medicine 5, 34 (2007)"
"Bank of Israel ,Discussion Paper Series, 2003"
Beam Sci.Technol. 4 (1999) 13-19
"Belgian Actuarial Bulletin 5, 1 (2005) 1...13"
"Bernoulli 2008, Vol. 14, No. 1, 180-206"
"Bernoulli 9 (3), 451-645 (2003)"
"Biochemical and biophysical Research Communications 339 (2005)
  37-40"
Bioinformatics 20:1603-1611 (2004)
Bioinformatics. 2005 Apr 15;21(8):1639-43. Epub 2004 Dec 21.
"Biomaterials 29, 10 (2008) 1541--1551"
"Biometrika 96(4), 983-990, 2009"
"Biophys. Bulletin (Visnyk Kharkiv university) 2(7) (2000) 7-15;
  1(12) (2003) 5-12"
"Biophys. J., 93, 1116-1123, (2007)"
"Biophysical Journal, 86:2758-2764 (2004)"
"Biopolymers, 70, 364-376 (2003)"
"Biostatistics, 2008 9(3):411-418"
"Bol. Acad. Nac. Cienc. Cordoba, 65 (2000)"
"Bol. Acad. Nacional de Ciencias (Cordoba) 63, 45-78 (1999)."
Boletin Rev. Mex. Fis. 17-1 (2003) 29-33
"British Journal of Economics, Management & Trade,8(2): 120-131,
  2015, Article no.BJEMT.2015.104"
Bull. Amer. Math. Soc. (N.S.) 26 (1992) 1-2
Bull. Amer. Math. Soc. (N.S.) 26 (1992) 119-124
Bull. Amer. Math. Soc. (N.S.) 26 (1992) 125-130
Bull. Amer. Math. Soc. (N.S.) 26 (1992) 137-140
Bull. Amer. Math. Soc. (N.S.) 26 (1992) 197-210
Bull. Amer. Math. Soc. (N.S.) 26 (1992) 211-244
Bull. Amer. Math. Soc. (N.S.) 26 (1992) 258-263
Bull. Amer. Math. Soc. (N.S.) 26 (1992) 264-268
Bull. Amer. Math. Soc. (N.S.) 26 (1992) 269-275
Bull. Amer. Math. Soc. (N.S.) 26 (1992) 276-279
Bull. Amer. Math. Soc. (N.S.) 26 (1992) 288-293
Bull. Amer. Math. Soc. (N.S.) 26 (1992) 29-52
Bull. Amer. Math. Soc. (N.S.) 26 (1992) 294-298
Bull. Amer. Math. Soc. (N.S.) 26 (1992) 3-28
Bull. Amer. Math. Soc. (N.S.) 26 (1992) 310-314
Bull. Amer. Math. Soc. (N.S.) 26 (1992) 53-86
Bull. Amer. Math. Soc. (N.S.) 27 (1992) 1-67
Bull. Amer. Math. Soc. (N.S.) 27 (1992) 134-138
Bull. Amer. Math. Soc. (N.S.) 27 (1992) 143-147
Bull. Amer. Math. Soc. (N.S.) 27 (1992) 159-164
Bull. Amer. Math. Soc. (N.S.) 27 (1992) 239-242
Bull. Amer. Math. Soc. (N.S.) 27 (1992) 243-245
Bull. Amer. Math. Soc. (N.S.) 27 (1992) 246-251
Bull. Amer. Math. Soc. (N.S.) 27 (1992) 252-256
Bull. Amer. Math. Soc. (N.S.) 27 (1992) 257-260
Bull. Amer. Math. Soc. (N.S.) 27 (1992) 273-278
Bull. Amer. Math. Soc. (N.S.) 27 (1992) 292-297
Bull. Amer. Math. Soc. (N.S.) 27 (1992) 298-303
Bull. Amer. Math. Soc. (N.S.) 28 (1993) 1-74
Bull. Amer. Math. Soc. (N.S.) 28 (1993) 109-115
Bull. Amer. Math. Soc. (N.S.) 28 (1993) 116-122
Bull. Amer. Math. Soc. (N.S.) 28 (1993) 215-252
Bull. Amer. Math. Soc. (N.S.) 28 (1993) 253-287
Bull. Amer. Math. Soc. (N.S.) 28 (1993) 315-323
Bull. Amer. Math. Soc. (N.S.) 28 (1993) 324-328
Bull. Amer. Math. Soc. (N.S.) 28 (1993) 90-94
Bull. Amer. Math. Soc. (N.S.) 28 (1993) 99-103
Bull. Amer. Math. Soc. (N.S.) 29 (1993) 208-212
Bull. Amer. Math. Soc. (N.S.) 29 (1993) 223-227
Bull. Amer. Math. Soc. (N.S.) 29 (1993) 243-249
Bull. Amer. Math. Soc. (N.S.) 29 (1993) 250-255
Bull. Amer. Math. Soc. (N.S.) 29 (1993) 51-59
Bull. Amer. Math. Soc. (N.S.) 29 (1993) 77-84
Bull. Amer. Math. Soc. (N.S.) 30 (1994) 159-160
Bull. Amer. Math. Soc. (N.S.) 30 (1994) 161-177
Bull. Amer. Math. Soc. (N.S.) 30 (1994) 222-226
Bull. Amer. Math. Soc. (N.S.) 30 (1994) 70-75
Bull. Amer. Math. Soc. (N.S.) 31 (1994) 1-14
Bull. Amer. Math. Soc. (N.S.) 31 (1994) 15-38
Bull. Amer. Math. Soc. (N.S.) 31 (1994) 173-184
Bull. Amer. Math. Soc. (N.S.) 31 (1994) 185-190
Bull. Amer. Math. Soc. (N.S.) 31 (1994) 191-196
Bull. Amer. Math. Soc. (N.S.) 31 (1994) 197-203
Bull. Amer. Math. Soc. (N.S.) 31 (1994) 208-212
Bull. Amer. Math. Soc. (N.S.) 31 (1994) 213-215
Bull. Amer. Math. Soc. (N.S.) 31 (1994) 216-222
Bull. Amer. Math. Soc. (N.S.) 31 (1994) 228-232
Bull. Amer. Math. Soc. (N.S.) 31 (1994) 54-63
Bull. Amer. Math. Soc. (N.S.) 31 (1994) 64-67
Bull. Amer. Math. Soc. (N.S.) 32 (1995) 171-183
Bull. Amer. Math. Soc. (N.S.) 32 (1995) 205-234
Bull. Amer. Math. Soc. (N.S.) 32 (1995) 241-247
Bull. Amer. Math. Soc. (N.S.) 32 (1995) 375-402
Bull. Amer. Math. Soc. (N.S.) 32 (1995) 403-412
Bull. Amer. Math. Soc. (N.S.) 32 (1995) 413-428
Bull. Amer. Math. Soc. (N.S.) 32 (1995) 57-60
Bull. Amer. Math. Soc. (N.S.) 32 (1995) 73-79
"Bull. Austral. Math. Soc. 61 (2000), no. 2, 267-268"
"Bull. Eur. Assoc. Theor. Comput. Sci. EATCS 88 (2006), 169-173"
"Bull. Math. Biol., 69(4):1199-1231, 2007"
Bull. Polish Acad. Sci. Math. 44:457-460 (1997)
"Bull. Soc. Math. France 128 (2000), 103-149"
Bull.Am.Math.Soc. 29 (1993) 1-13
Bull.Am.Math.Soc. 30 (1994) 208-211
"Bull.Am.Math.Soc.30:1-61,1994"
"Bull.Am.Math.Soc.30:178-207,1994"
Bulletin Fran\c{c}ais d'Actuariat (2007) 118...146
"Bulletin Fran\c{c}ais d'Actuariat 7, 13 (2007) 10...38"
"Bulletin Fran\c{c}ais d'Actuariat 9, 17 (2009) 37...69"
"Bulletin Fran\c{c}ais d'Actuariat 9, 18 (2009) 79...105"
"Bulletin of Mathematical Biology, 70, 643-653,2008"
"CASYS'97 First International Conference on Computing Anticipatory
  Systems, Liege (Belgium), August 11-15, 1997. D. Dubois, Ed (Dept.of
  Mathematics, University of Liege)"
"CMS Conf. Proc. Series (AMS, Providence, RI) {\bf 29} (2000),
  207-222"
"COMPUTING IN SCIENCE & ENGINEERING, p 86-97, March/April (2006)"
COSPAR Information Bulletin 147(2000)36-38
"Can. J. Phys. 75, 837-851 (November 1997)"
"Can. J. Phys. 79, 697-713 (2001)"
"Can. J. Phys. 84 (4), 311-324 (2006)"
"Canad. Math. Bull. Vol 48 (4), 2002 pp. 634-652"
"Cell Calcium 42, 565-75 (2007)"
"Cell Motility and the Cytoskeleton 59(1), 38-49 (2004)"
Central Eur.J.Phys. 2 (2004) 636-644
"Ch. 26 in: Vol. 36: Physical and Numerical Models in Knot Theory
  Including Applications to the Life Sciences, ISBN 978-981-256-187-9, World
  Scientific (2005) 525-545."
"Chaos Solitons Fractals 70, (2015) pp. 38-41"
"Chaos, Soliton and Fractals, 11, 1377-1385, 2000."
"Chaos, Solitons & Fractals 45 (2), 147-155 (2012)"
"Chaos, Solitons & Fractals, 25/1, pp. 29-32 (2005)"
"Chaos, Solitons and Fractals 42, 128-137 (2009)"
"Chap. 9 of ""Relativity and the Nature of Spacetime,"" 2nd ed
  (Springer, 2009)"
"Chem. Phys. Lett., 328, 355-362(2000)"
"Chin. Phys. B, 27 (6): 068102, 2018"
"Chinese J. Phys. 37, 343-351 (1999)"
"Chinese Physics, 12, 674 (2003)"
"Chinese Physics, 13, 1569 (2004)"
"Chinese Physics, Vol.14, No.4 (2005) 734-743"
"Chinese Physics, Vol.14, No.4 (2005) 744-752"
"Classical and Modern Branching Processes, K. Athreya and P. Jagers
  (editors), Springer, New York, 1997, pp. 217--222"
Clinical Biomechanics 20 (9) (2005) 900-905
"Cognitive Technology Journal 1, 8 (2003) 16-24"
"Colloq. Math. Soc. Janos Bolyai 60 (1991), 637--638"
"Colloq. Math. Soc. Janos Bolyai, 56 (1992), 477-489"
"Combinatorica 11 (1991), no. 1, 33--43"
"Comm. Math. Phys., vol 138, (1991), pp. 409-436"
"Comm. PDE 25 (2000), 1471-1485"
"Comm. in Alg. {\bf 27}(3), 1403-1412, (1999)"
"Comment. Math. Helv. 72 (1997), no. 1, 16--29"
Commun.Math.Phys. 200 (1999) 561-598
"Communications in Algebra, 27(4), 1921-1935 (1999)"
"Communications in Mathematical Physics 202 (1999), 325-357"
"Communications in Statistics - Theory and Methods, vol. 38, no.
  16-17, pp. 3225-3239, 2009"
"Communications of ACM, 44(5), pp. 25-28"
Comp. Phys. Comm. 106 (1997) 258-266
"Comp. Phys. Comm. 116, 17-27 (1999)"
Comp. Phys. Comm. 120 (1999) 155
Comp. Phys. Commun. 116 (1999) 95
ComplexUs 1 (2003) 123-133
Complexity 21 (2016) 89-98
Comptes Rendus Acad. Sci. Paris 206 (1938) 1780-1782
Comptes Rendus Acad. Sci. Paris 94 (1882) 1456-1459
"Comput Methods Programs Biomed 74, 3 (06/2004) 255-60"
"Comput. Phys. Comm. 115, 536-547 (1998)"
"Comput.Phys.Commun.132:110-123,2000"
"Computational Economics, vol.37, No.1, 67-88, 2010"
"Computational Natural Language Learning (CoNLL-99), pages 43-52,
  June, 1999. Bergen, Norway"
Computational Statistics & Data Analysis 54 (2010) 49-54
"Computer Algebra in Scientific Computing. Extended abstracts of
  the International Conference CASC-98, ed by N.N.Vasiliev -- St.-Petersburg,
  1998, pages 130 -- 132"
Computer Communication Review 27(5) (1997) 5-18
"Computer Communications Review (ACM SIGCOMM), vol 25, no 2, April
  1995, pp6-28"
"Computer Communications Review, ACM SIGCOMM, October 1989, pp.
  56-71"
"Computer Journal 49 (2006), 744-761"
"Computer Journal, 50:151-177, 2007"
"Computer Networks and ISDN Systems, vol 28, no 13, February 1995,
  pp1723-1738"
Computer Physics Communications 136 (2001) 77-89
Computers & Operations Research 34 (2007) 1177-1191
Computers and Mathematics with Applications 65 (2013) 1421-1426
"Computers in Industry 58, 4 (2007) pp. 367-377"
"Computers in Physics, 12:4 (1998) 380."
Computing in Science & Engineering 11 (2009 ) 48-58
"Concurrency and Computation: Practice and Experience, Wiley, May
  2002"
"Conf.Proc.C9608262:779-781,1996"
"Conf.Proc.C9608262:887-891,1996"
"Conf.Proc.C970512:1039-1041,1997"
"Conf.Proc.C970512:162-164,1997"
"Conf.Proc.C970512:1950,1997"
"Conf.Proc.C970512:2023,1997"
"Conference proceedings : Annual International Conference of the
  IEEE Engineering in Medicine and Biology Society. 2007 (2007) 1074-7"
"Conference proceedings : Annual International Conference of the
  IEEE Engineering in Medicine and Biology Society. 2007 (2007) 6649-52"
"Contemp. Math. 190, 1995, Amer. Math. Soc., pp. 283-286"
"Contemp. Math. 245 (1999), 49--59"
"Contemporary Math. 178(1995), 113-115"
"Continua with the Houston Problem Book, Lecture Notes in Pure and
  Applied Mathematics, Series/170, Marcel Dekker, New York, 1995, pp 89 - 102"
Control Engineering Practice 85 (2019): 246-256
Curr.Sci. 83 (2002) 553; Resonance J.Sci.Educ. 7N10 (2002) 79-82
"Curr.Sci.88:2045-2053,2005"
Current Science 75 (1998) 985 - 987
"Current Topics in Physics, eds. YM Cho, JB Hong, CN Yang, 1998,
  World Scientific, p. 531"
"Czech. J. Phys. {\bf 52} (2002), C649--C654"
Czech.J.Phys. 48 (1998) 1319-1324
"D. Zinoviev, ""Mapping DEVS Models onto UML Models,"" Proc. of the
  2005 DEVS Integrative M&S Symposium, San Diego, CA, April 2005, pp. 101-106"
"DNA Research 12, 235--246 (2005)"
"DOCUMENTA MATHEMATICA, Vol. 7 (2002), 143-166."
"Dans 18th Annual Workshop on Psychology of Programming Interest
  Group PPIG'05 (2006) 99-114"
Dans 2nd Workshop on Empirical Software Engineering (2003) 17-25
"Dans 3rd ACM International Conference on the Principles and
  Practice of Programming in Java (2004)"
"Dans Anticipatory Behavior in Adaptive Learning Systems 2006
  (2006)"
"Dans COGNITIVA 90. At the crossroads of Artificial Intelligence,
  Cognitive science, and Neuroscience (1991) 689-696"
Dans COOP'2006 Volume 137 (2006) 118-131
"Dans Design, Automation and Test in Europe - DATE'05, Munich :
  Allemagne (2005)"
Dans ECCE8 (1996) 139-144
Dans EPIQUE'2003 (2003)
Dans EuroGP 2006
"Dans HAVE 2005 - IEEE International Workshop on Haptic Audio
  Visual Environments and their Applications"
"Dans Human-Computer Interaction, INTERACT'97 (1997)"
Dans ITS World Congress 2005
"Dans Materials for Tissues Engineering Chemistry and
  Microstructure, the Role for Ceramics (2004) 1-5 - Conference: 9th Seminar
  and Meeting on Ceramics Cells and Tissues (2004-09-28 to 2004-10-01), Faenza
  (it)"
"Dans Proceedings (2004) 1-4 - Conference: IEEE Nuclear Science
  Symposium And Medical Imaging Conference (NSS / MIC) (2004-10-16 to
  2004-10-22), Rome (it)"
Dans SCAN'05 (2005)
"Dans Wonderground, the 2006 DRS (Design Research Society)
  International Conference (2006)"
"Data Mining and Knowledge Discovery 3(1), pp. 59-93, 1999"
"Derivatives Week, 13 March 2006 pp. 8-9 and 20 March 2006 pp.
  10-11. www.derivativesweek.com"
Design Studies (2004)
"Design Studies 26, 3 (2005) 215-241"
"Diff. Geom. Appl. 1 (1991), 391-401"
"Diff. Geom. Appl. 3 (1993), 323-329"
"Diff. Geom. Appl. 5 (1995), 371-403"
Discr. Comput. Geom. 25:1-22 (2001)
"Discrete & Computational Geometry 27 (2002), 165--193."
"Discrete Comput. Geom. 17 (1997), 1-51"
"Discrete Comput. Geom. 18 (1997), 135-149"
Documenta Mathematica 3 (1998) 215-229
"Documenta Mathematica, Vol. 7 (2002), 143-166"
